what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1274794710852
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1274794758324
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1274794767514
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1274794777715
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794780274
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794781650
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794797786
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794799858
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1274794806181
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794813962
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794815122
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794825472
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794831074
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1274794832996
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794837649
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794886466
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1274794887320
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1274794887545
stopped,bundle,com.android.ide.eclipse.adt,0.9.7.v201005071157-36220,com.android.ide.eclipse.adt,1274794887545
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1274794887545
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1274794887545
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1274794887546
stopped,bundle,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui,1274794887558
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.301.v200808072012,org.eclipse.wst.dtd.ui,1274794887560
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.103.v200809101755,org.eclipse.wst.xsd.ui,1274794887563
